Country,Year,Unit,Average Value
Austria,2007,BQ/D.P,4.94566
Austria,2008,BQ/D.P,5.78200
Austria,2009,BQ/D.P,6.16997
Austria,2010,BQ/D.P,4.93758
Austria,2011,BQ/D.P,5.91974
Austria,1986,BQ/KG,142.77832
Austria,1987,BQ/KG,102.47108
Austria,1996,BQ/KG,18.66701
Austria,1997,BQ/KG,22.52094
Austria,1998,BQ/KG,24.71183
Austria,1999,BQ/KG,20.26171
Austria,2000,BQ/KG,23.53718
Austria,2001,BQ/KG,42.06488
Austria,2002,BQ/KG,36.07110
Austria,2004,BQ/KG,24.07582
Austria,2005,BQ/KG,24.35291
Austria,2006,BQ/KG,17.26499
Austria,1986,BQ/M2,17322.75990
Austria,1984,BQ/M3,0.00120
Austria,1985,BQ/M3,0.00135
Austria,1986,BQ/M3,6.59323
Austria,1987,BQ/M3,0.00097
Austria,1988,BQ/M3,0.00094
Austria,1989,BQ/M3,0.00068
Austria,1990,BQ/M3,0.00073
Austria,1991,BQ/M3,886.57313
Austria,1992,BQ/M3,1014.41356
Austria,1993,BQ/M3,3713.05551
Austria,1994,BQ/M3,4203.08294
Austria,1995,BQ/M3,5415.36198
Austria,1996,BQ/M3,777.98784
Austria,1997,BQ/M3,736.43837
Austria,1998,BQ/M3,620.62435
Austria,1999,BQ/M3,239.85093
Austria,2000,BQ/M3,531.40694
Austria,2001,BQ/M3,2636.75093
Austria,2002,BQ/M3,4570.49719
Austria,2003,BQ/M3,2059.26002
Austria,2004,BQ/M3,1673.74154
Austria,2005,BQ/M3,188.30108
Austria,2006,BQ/M3,5291.05780
Austria,2007,BQ/M3,4994.92684
Austria,2008,BQ/M3,4872.91883
Austria,2009,BQ/M3,2837.36880
Austria,2010,BQ/M3,4037.15025
Austria,2011,BQ/M3,4102.24402
Belgium,2006,BQ/D,0.30000
Belgium,2007,BQ/D,0.30000
Belgium,1988,BQ/D.P,0.87050
Belgium,1989,BQ/D.P,0.26000
Belgium,1994,BQ/D.P,0.04992
Belgium,1995,BQ/D.P,0.00891
Belgium,1996,BQ/D.P,0.01030
Belgium,1997,BQ/D.P,0.01041
Belgium,1998,BQ/D.P,0.00976
Belgium,1999,BQ/D.P,0.01633
Belgium,2000,BQ/D.P,0.01994
Belgium,2001,BQ/D.P,0.03235
Belgium,2002,BQ/D.P,0.02859
Belgium,2003,BQ/D.P,0.13125
Belgium,2004,BQ/D.P,0.50061
Belgium,2005,BQ/D.P,0.37976
Belgium,2006,BQ/D.P,0.38640
Belgium,2007,BQ/D.P,0.23385
Belgium,2008,BQ/D.P,0.49053
Belgium,2009,BQ/D.P,0.29208
Belgium,2010,BQ/D.P,0.27714
Belgium,2011,BQ/D.P,0.31365
Belgium,2007,BQ/G-C,0.92717
Belgium,2008,BQ/G-C,2.50917
Belgium,2009,BQ/G-C,0.75525
Belgium,2010,BQ/G-C,0.74167
Belgium,2011,BQ/G-C,0.62208
Belgium,1989,BQ/GCA,0.08096
Belgium,2000,BQ/KG,0.23000
Belgium,1986,BQ/KG,19.22883
Belgium,1987,BQ/KG,47.21901
Belgium,1988,BQ/KG,131.63837
Belgium,1989,BQ/KG,24.79967
Belgium,1991,BQ/KG,0.65056
Belgium,1992,BQ/KG,33.15796
Belgium,1993,BQ/KG,34.70021
Belgium,1994,BQ/KG,23.07514
Belgium,1995,BQ/KG,0.36503
Belgium,2000,BQ/KG,34.28434
Belgium,2002,BQ/KG,34.93915
Belgium,2003,BQ/KG,34.11594
Belgium,2004,BQ/KG,88.96215
Belgium,2005,BQ/KG,81.56161
Belgium,2006,BQ/KG,63.57936
Belgium,2007,BQ/KG,54.75304
Belgium,1984,BQ/M2,7.16698
Belgium,1985,BQ/M2,6.08400
Belgium,1986,BQ/M2,361.87159
Belgium,1987,BQ/M2,14.39379
Belgium,1989,BQ/M2,4.35938
Belgium,1991,BQ/M2,1.50329
Belgium,1992,BQ/M2,2.18727
Belgium,1993,BQ/M2,1.15117
Belgium,1994,BQ/M2,1.84471
Belgium,1995,BQ/M2,1.89333
Belgium,1996,BQ/M2,1.75667
Belgium,1997,BQ/M2,3.22244
Belgium,1998,BQ/M2,34.23342
Belgium,1999,BQ/M2,27.72417
Belgium,2000,BQ/M2,24.78667
Belgium,2001,BQ/M2,26.81072
Belgium,2002,BQ/M2,26.73389
Belgium,2003,BQ/M2,14.91319
Belgium,2004,BQ/M2,12.30000
Belgium,2006,BQ/M2,8.55504
Belgium,2007,BQ/M2,12.97346
Belgium,2008,BQ/M2,12.01983
Belgium,2009,BQ/M2,7.01167
Belgium,1984,BQ/M3,1414.27016
Belgium,1985,BQ/M3,1670.99656
Belgium,1986,BQ/M3,8299.42198
Belgium,1987,BQ/M3,1838.86485
Belgium,1988,BQ/M3,932.97043
Belgium,1989,BQ/M3,1858.78821
Belgium,1990,BQ/M3,2943.81496
Belgium,1991,BQ/M3,5808.75192
Belgium,1992,BQ/M3,5629.61919
Belgium,1993,BQ/M3,6800.93131
Belgium,1994,BQ/M3,4767.70680
Belgium,1995,BQ/M3,1481.02687
Belgium,1996,BQ/M3,957.90389
Belgium,1997,BQ/M3,2258.33235
Belgium,1998,BQ/M3,4044.85357
Belgium,1999,BQ/M3,3943.99604
Belgium,2000,BQ/M3,4130.59552
Belgium,2001,BQ/M3,4098.56556
Belgium,2002,BQ/M3,4252.92390
Belgium,2003,BQ/M3,1186.36347
Belgium,2004,BQ/M3,1625.63477
Belgium,2005,BQ/M3,1951.05108
Belgium,2006,BQ/M3,682.23023
Belgium,2007,BQ/M3,732.66973
Belgium,2008,BQ/M3,2680.26847
Belgium,2009,BQ/M3,410.76617
Belgium,2010,BQ/M3,281.36912
Belgium,2011,BQ/M3,247.84655
Belgium,1984,CI/M3,0.01741
Belgium,1985,CI/M3,0.01652
Belgium,1986,G/L,0.29000
Belgium,1987,G/L,0.20000
Belgium,1989,KG/M3,1.01463
Belgium,1987,MG/KG,239.82692
Belgium,1988,MG/KG,216.51429
Bulgaria,2007,BQ/D.P,0.02000
Bulgaria,2008,BQ/D.P,0.04438
Bulgaria,2009,BQ/D.P,0.09798
Bulgaria,2010,BQ/D.P,0.10150
Bulgaria,2011,BQ/D.P,0.08785
Bulgaria,2002,BQ/KG,125.23420
Bulgaria,2003,BQ/KG,125.84336
Bulgaria,2004,BQ/KG,124.58961
Bulgaria,2007,BQ/KG,18.18735
Bulgaria,2008,BQ/KG,18.41312
Bulgaria,2009,BQ/KG,22.25462
Bulgaria,2010,BQ/KG,19.37097
Bulgaria,2011,BQ/KG,23.23656
Bulgaria,2002,BQ/M3,36.05583
Bulgaria,2003,BQ/M3,18.63060
Bulgaria,2004,BQ/M3,165.09347
Bulgaria,2005,BQ/M3,1.68000
Bulgaria,2007,BQ/M3,44.70544
Bulgaria,2008,BQ/M3,37.18426
Bulgaria,2009,BQ/M3,27.02384
Bulgaria,2010,BQ/M3,27.51948
Bulgaria,2011,BQ/M3,128.07419
Bulgaria,2004,KG/M3,0.00002
Bulgaria,2011,KG/M3,0.00000
Cyprus,2010,BQ/D.P,89.26929
Cyprus,2011,BQ/D.P,69.62722
Cyprus,2006,BQ/KG,56.01670
Cyprus,2007,BQ/KG,60.73155
Cyprus,2008,BQ/KG,62.39559
Cyprus,2009,BQ/KG,53.65124
Cyprus,2010,BQ/KG,115.24913
Cyprus,2011,BQ/KG,36.65214
Cyprus,2006,BQ/M3,0.00108
Cyprus,2007,BQ/M3,41.48816
Cyprus,2008,BQ/M3,33.55594
Cyprus,2009,BQ/M3,4196.99903
Cyprus,2010,BQ/M3,2440.37860
Cyprus,2011,BQ/M3,3136.13760
Cyprus,2006,SV/H,0.00000
Cyprus,2007,SV/H,0.00000
Cyprus,2008,SV/H,0.00000
Cyprus,2009,SV/H,0.00000
Cyprus,2010,SV/H,0.00000
Cyprus,2011,SV/H,0.00000
Czech Republic,2002,BQ/D.P,0.62000
Czech Republic,2003,BQ/D.P,0.50400
Czech Republic,2005,BQ/D.P,0.24000
Czech Republic,2006,BQ/D.P,0.34500
Czech Republic,2007,BQ/D.P,0.07080
Czech Republic,2008,BQ/D.P,0.06199
Czech Republic,2009,BQ/D.P,0.07091
Czech Republic,2010,BQ/D.P,0.06524
Czech Republic,2011,BQ/D.P,0.05113
Czech Republic,2002,BQ/KG,0.54848
Czech Republic,2003,BQ/KG,0.64710
Czech Republic,2004,BQ/KG,0.63833
Czech Republic,2005,BQ/KG,0.54840
Czech Republic,2006,BQ/KG,0.41671
Czech Republic,2007,BQ/KG,1.49977
Czech Republic,2008,BQ/KG,0.74248
Czech Republic,2009,BQ/KG,0.48270
Czech Republic,2010,BQ/KG,0.47804
Czech Republic,2011,BQ/KG,0.42879
Czech Republic,2002,BQ/M3,406.98980
Czech Republic,2003,BQ/M3,418.26611
Czech Republic,2004,BQ/M3,534.64113
Czech Republic,2005,BQ/M3,185.03123
Czech Republic,2006,BQ/M3,52.02245
Czech Republic,2007,BQ/M3,141.10882
Czech Republic,2008,BQ/M3,118.49851
Czech Republic,2009,BQ/M3,112.01243
Czech Republic,2010,BQ/M3,90.59629
Czech Republic,2011,BQ/M3,98.96215
Denmark,2004,BQ/D,39.34607
Denmark,2005,BQ/D,39.09337
Denmark,1984,BQ/D.P,0.19675
Denmark,1985,BQ/D.P,0.16725
Denmark,1986,BQ/D.P,0.73050
Denmark,1987,BQ/D.P,31.73452
Denmark,1988,BQ/D.P,35.52476
Denmark,1989,BQ/D.P,32.53229
Denmark,1990,BQ/D.P,57.50007
Denmark,1991,BQ/D.P,36.34366
Denmark,1992,BQ/D.P,38.19275
Denmark,1993,BQ/D.P,14.93614
Denmark,1994,BQ/D.P,14.05674
Denmark,1995,BQ/D.P,15.34932
Denmark,1996,BQ/D.P,17.53573
Denmark,1997,BQ/D.P,11.69226
Denmark,1998,BQ/D.P,13.78239
Denmark,1999,BQ/D.P,14.13939
Denmark,2000,BQ/D.P,16.41678
Denmark,2001,BQ/D.P,31.32156
Denmark,2002,BQ/D.P,37.15296
Denmark,2003,BQ/D.P,39.80837
Denmark,2004,BQ/D.P,41.06426
Denmark,2006,BQ/D.P,1600.67449
Denmark,2007,BQ/D.P,39.39050
Denmark,2008,BQ/D.P,39.84514
Denmark,2009,BQ/D.P,61.18027
Denmark,2010,BQ/D.P,63.65010
Denmark,2011,BQ/D.P,63.58175
Denmark,1987,BQ/DAY/P,0.33450
Denmark,1984,BQ/GCA,0.08157
Denmark,1985,BQ/GCA,0.06278
Denmark,1986,BQ/GCA,0.06797
Denmark,1987,BQ/GCA,0.06447
Denmark,1984,BQ/GK,0.05324
Denmark,1985,BQ/GK,0.04501
Denmark,1986,BQ/GK,1.17017
Denmark,1987,BQ/GK,0.50147
Denmark,1986,BQ/KG,6.10004
Denmark,1987,BQ/KG,42.47628
Denmark,1984,BQ/M2,108.47769
Denmark,1985,BQ/M2,89.79735
Denmark,1986,BQ/M2,626.78746
Denmark,1987,BQ/M2,100.95107
Denmark,1984,BQ/M3,1220.79664
Denmark,1985,BQ/M3,692.01885
Denmark,1986,BQ/M3,230.19948
Denmark,1987,BQ/M3,87.69610
Denmark,1988,BQ/M3,130.12865
Denmark,1989,BQ/M3,123.97772
Denmark,1990,BQ/M3,72.92160
Denmark,1991,BQ/M3,37.85241
Denmark,1992,BQ/M3,236.96448
Denmark,1993,BQ/M3,110.43392
Denmark,1994,BQ/M3,122.66457
Denmark,1995,BQ/M3,13.92882
Denmark,1996,BQ/M3,9.78553
Denmark,1997,BQ/M3,133.95905
Denmark,1998,BQ/M3,60.06792
Denmark,1999,BQ/M3,79.30859
Denmark,2000,BQ/M3,12.05298
Denmark,2001,BQ/M3,14.84259
Denmark,2002,BQ/M3,14.10720
Denmark,2003,BQ/M3,12.54866
Denmark,2004,BQ/M3,11.70080
Denmark,2005,BQ/M3,11.07211
Denmark,2006,BQ/M3,32734.92267
Denmark,2007,BQ/M3,9.36373
Denmark,2008,BQ/M3,8.06307
Denmark,2009,BQ/M3,7.42845
Denmark,2010,BQ/M3,6.75696
Denmark,2011,BQ/M3,4.92100
Denmark,1992,G/D.P,3.85000
Denmark,1993,G/D.P,3.85000
Denmark,1994,G/D.P,3.48500
Denmark,1995,G/D.P,3.56750
Denmark,1996,G/D.P,2.37750
Denmark,1984,UR/H,4.17000
Denmark,1985,UR/H,5.67121
Estonia,2002,BQ,1450.66695
Estonia,2006,BQ/D,29.19667
Estonia,2004,BQ/D.P,0.14000
Estonia,2005,BQ/D.P,0.29933
Estonia,2006,BQ/D.P,0.46650
Estonia,2007,BQ/D.P,35.99133
Estonia,2008,BQ/D.P,24.37833
Estonia,2009,BQ/D.P,27.18200
Estonia,2010,BQ/D.P,25.52750
Estonia,2011,BQ/D.P,23.25733
Estonia,2002,BQ/KG,14.47500
Estonia,2003,BQ/KG,9.86667
Estonia,2004,BQ/KG,14.85000
Estonia,2005,BQ/KG,10.36667
Estonia,2006,BQ/KG,34.82583
Estonia,2007,BQ/KG,57.81077
Estonia,2008,BQ/KG,43.06294
Estonia,2009,BQ/KG,41.18955
Estonia,2010,BQ/KG,58.36930
Estonia,2011,BQ/KG,35.42672
Estonia,2002,BQ/M3,121.30756
Estonia,2003,BQ/M3,2592.63367
Estonia,2004,BQ/M3,1807.10504
Estonia,2005,BQ/M3,1433.78639
Estonia,2006,BQ/M3,1932.32829
Estonia,2007,BQ/M3,1960.18301
Estonia,2008,BQ/M3,2546.11259
Estonia,2009,BQ/M3,2173.62323
Estonia,2010,BQ/M3,1585.93559
Estonia,2011,BQ/M3,984.41009
Finland,1999,BQ/D.P,0.87817
Finland,2000,BQ/D.P,0.94575
Finland,2001,BQ/D.P,2.07500
Finland,2002,BQ/D.P,0.49108
Finland,2003,BQ/D.P,0.78708
Finland,2004,BQ/D.P,0.38208
Finland,2005,BQ/D.P,0.34275
Finland,2006,BQ/D.P,0.36125
Finland,2007,BQ/D.P,0.64755
Finland,2008,BQ/D.P,0.65202
Finland,2009,BQ/D.P,0.47590
Finland,2010,BQ/D.P,0.50721
Finland,2011,BQ/D.P,0.70846
Finland,2006,BQ/KG,0.00120
Finland,2007,BQ/KG,0.00058
Finland,1986,BQ/M2,1218.63466
Finland,1987,BQ/M2,24.71993
Finland,1984,BQ/M3,258.43424
Finland,1985,BQ/M3,250.61156
Finland,1986,BQ/M3,198.02408
Finland,1987,BQ/M3,403.25151
Finland,1988,BQ/M3,552.64581
Finland,1989,BQ/M3,241.06037
Finland,1990,BQ/M3,181.70429
Finland,1991,BQ/M3,51.58390
Finland,1992,BQ/M3,289.38731
Finland,1993,BQ/M3,319.46614
Finland,1994,BQ/M3,288.44388
Finland,1995,BQ/M3,253.09942
Finland,1996,BQ/M3,205.75240
Finland,1997,BQ/M3,181.58018
Finland,1998,BQ/M3,179.57662
Finland,1999,BQ/M3,80.62195
Finland,2000,BQ/M3,82.43823
Finland,2001,BQ/M3,4764.48129
Finland,2002,BQ/M3,3833.90665
Finland,2003,BQ/M3,3550.71087
Finland,2004,BQ/M3,3959.33440
Finland,2005,BQ/M3,4509.41533
Finland,2006,BQ/M3,15544.02968
Finland,2007,BQ/M3,2775.26383
Finland,2008,BQ/M3,2718.59501
Finland,2009,BQ/M3,1580.09218
Finland,2010,BQ/M3,1102.07812
Finland,2011,BQ/M3,463.70547
France,2005,BQ/D,43.90562
France,2007,BQ/D,38.26844
France,2008,BQ/D,45.23738
France,1984,BQ/D.P,0.21231
France,1985,BQ/D.P,0.19584
France,1986,BQ/D.P,1.20184
France,1987,BQ/D.P,1.32107
France,1988,BQ/D.P,0.46743
France,1989,BQ/D.P,0.36453
France,1990,BQ/D.P,0.31482
France,1991,BQ/D.P,0.18621
France,1992,BQ/D.P,0.14178
France,1993,BQ/D.P,0.19196
France,1994,BQ/D.P,0.20400
France,1995,BQ/D.P,0.19801
France,1996,BQ/D.P,0.17226
France,1997,BQ/D.P,0.18363
France,1998,BQ/D.P,0.22233
France,1999,BQ/D.P,0.22748
France,2000,BQ/D.P,0.19400
France,2001,BQ/D.P,3.93797
France,2002,BQ/D.P,13.12412
France,2003,BQ/D.P,18.89982
France,2004,BQ/D.P,42.15593
France,2005,BQ/D.P,0.20034
France,2006,BQ/D.P,28.39883
France,2007,BQ/D.P,0.18071
France,2008,BQ/D.P,0.23617
France,2010,BQ/D.P,0.33000
France,2006,BQ/G-C,0.24498
France,1984,BQ/G-CA,0.19636
France,1985,BQ/G-CA,0.13057
France,1986,BQ/G-CA,0.02500
France,1987,BQ/G-CA,1.99569
France,1988,BQ/G-CA,0.15510
France,1989,BQ/G-CA,0.30287
France,1990,BQ/G-CA,1.28994
France,1991,BQ/G-CA,0.09761
France,1992,BQ/G-CA,0.11717
France,1993,BQ/G-CA,0.09244
France,1994,BQ/G-CA,0.08739
France,1996,BQ/G-CA,0.00900
France,2001,BQ/G-CA,0.09573
France,2010,BQ/G-CA,0.08500
France,1984,BQ/G-K,0.07277
France,1985,BQ/G-K,0.07006
France,1986,BQ/G-K,0.07164
France,1987,BQ/G-K,3.27148
France,1988,BQ/G-K,3.71318
France,1989,BQ/G-K,3.43531
France,1990,BQ/G-K,0.61506
France,1991,BQ/G-K,0.24576
France,1992,BQ/G-K,0.07775
France,1993,BQ/G-K,0.07298
France,1994,BQ/G-K,0.07802
France,2001,BQ/G-K,0.09905
France,2010,BQ/G-K,0.12500
France,1986,BQ/KG,0.00010
France,1987,BQ/KG,0.00001
France,1989,BQ/KG,0.04200
France,1990,BQ/KG,0.00000
France,1992,BQ/KG,32.81937
France,1993,BQ/KG,0.01920
France,1994,BQ/KG,0.01369
France,1995,BQ/KG,0.00805
France,1996,BQ/KG,0.00848
France,1997,BQ/KG,0.01259
France,1998,BQ/KG,0.00956
France,1999,BQ/KG,0.01361
France,2000,BQ/KG,0.01082
France,2001,BQ/KG,0.01140
France,2002,BQ/KG,0.00959
France,2003,BQ/KG,0.01055
France,2004,BQ/KG,0.01219
France,2005,BQ/KG,0.01009
France,2006,BQ/KG,0.00415
France,2007,BQ/KG,267.97196
France,2008,BQ/KG,146.09679
France,1985,BQ/M2,4.81667
France,1986,BQ/M2,563.73560
France,1987,BQ/M2,589.03948
France,1992,BQ/M2,519.55644
France,1993,BQ/M2,343.88603
France,1984,BQ/M3,2481.33803
France,1985,BQ/M3,3423.77589
France,1986,BQ/M3,4415.30296
France,1987,BQ/M3,5396.13599
France,1988,BQ/M3,5173.50210
France,1989,BQ/M3,4254.46806
France,1990,BQ/M3,4190.93858
France,1991,BQ/M3,4062.67764
France,1992,BQ/M3,5845.12561
France,1993,BQ/M3,933.92138
France,1994,BQ/M3,897.42170
France,1995,BQ/M3,1124.95289
France,1996,BQ/M3,1118.48931
France,1997,BQ/M3,2451.92291
France,1998,BQ/M3,2520.62083
France,1999,BQ/M3,2216.13190
France,2000,BQ/M3,2014.09048
France,2001,BQ/M3,1146.71578
France,2002,BQ/M3,1082.18926
France,2003,BQ/M3,1063.58052
France,2004,BQ/M3,1024.18909
France,2005,BQ/M3,1134.34810
France,2006,BQ/M3,1014.23695
France,2007,BQ/M3,1273.28434
France,2008,BQ/M3,844.14124
France,2009,BQ/M3,1002.33131
France,2010,BQ/M3,2738.04723
France,2011,BQ/M3,2691.26361
France,1992,G/D.P,1.10780
France,1993,G/D.P,1.51145
France,1994,G/D.P,1.57992
France,1995,G/D.P,1.66214
France,1996,G/D.P,1.68917
France,1997,G/D.P,1.59694
France,1998,G/D.P,1.61860
France,1999,G/D.P,1.76929
France,2000,G/D.P,1.63950
France,2001,G/D.P,2.81356
France,2002,G/D.P,1.84533
France,2003,G/D.P,2.72000
France,2004,G/D.P,2.60833
France,2005,G/D.P,3.00585
France,2010,G/D.P,2.32500
France,1988,G/L,0.00165
France,1989,G/L,0.00410
France,1990,G/L,0.00660
France,1992,KG/KG,0.01674
France,1984,KG/M3,0.46477
France,1985,KG/M3,0.29617
France,1986,KG/M3,0.30206
France,1987,KG/M3,0.03022
France,1988,KG/M3,0.26099
France,1989,KG/M3,0.04065
France,1990,KG/M3,0.08917
France,1991,KG/M3,0.12455
France,1992,KG/M3,0.01844
France,1993,KG/M3,0.26448
France,1994,KG/M3,0.40138
France,1995,KG/M3,0.46601
France,1996,KG/M3,0.51662
France,1997,KG/M3,0.44072
France,1998,KG/M3,0.29209
France,1999,KG/M3,0.31141
France,2000,KG/M3,0.30217
France,2001,KG/M3,0.25799
France,2002,KG/M3,0.26659
France,2003,KG/M3,0.28062
France,2004,KG/M3,0.26324
France,2005,KG/M3,0.29017
France,2006,KG/M3,0.03578
France,2011,KG/M3,0.00000
Germany,1986,BQ,120.00000
Germany,1986,BQ.S/M3,1348615.38462
Germany,1987,BQ/D.P,3.71163
Germany,1988,BQ/D.P,2.20888
Germany,1989,BQ/D.P,12.20138
Germany,1990,BQ/D.P,22.16788
Germany,1991,BQ/D.P,20.06334
Germany,1992,BQ/D.P,4.21368
Germany,1993,BQ/D.P,0.18500
Germany,1994,BQ/D.P,19.50215
Germany,1995,BQ/D.P,24.89580
Germany,1996,BQ/D.P,25.07397
Germany,1997,BQ/D.P,22.61832
Germany,1998,BQ/D.P,23.20608
Germany,1999,BQ/D.P,24.07863
Germany,2000,BQ/D.P,24.12498
Germany,2001,BQ/D.P,23.94137
Germany,2002,BQ/D.P,24.08594
Germany,2003,BQ/D.P,25.47090
Germany,2004,BQ/D.P,24.38057
Germany,2005,BQ/D.P,33.46511
Germany,2006,BQ/D.P,33.82888
Germany,2007,BQ/D.P,30.79282
Germany,2008,BQ/D.P,27.78867
Germany,2009,BQ/D.P,26.70943
Germany,2010,BQ/D.P,27.33273
Germany,2011,BQ/D.P,26.98765
Germany,1986,BQ/KG,1819.90145
Germany,2004,BQ/KG,24.04580
Germany,1984,BQ/M2,66.39682
Germany,1985,BQ/M2,727.98042
Germany,1986,BQ/M2,3941.25317
Germany,1987,BQ/M2,131.04429
Germany,1989,BQ/M2,2.79545
Germany,1990,BQ/M2,2.90917
Germany,1991,BQ/M2,14.23606
Germany,1992,BQ/M2,41.07263
Germany,1984,BQ/M3,939.23365
Germany,1985,BQ/M3,887.67315
Germany,1986,BQ/M3,42828.26847
Germany,1987,BQ/M3,1586.00929
Germany,1988,BQ/M3,1062.24794
Germany,1989,BQ/M3,956.35099
Germany,1990,BQ/M3,783.90737
Germany,1991,BQ/M3,862.43617
Germany,1992,BQ/M3,1604.82071
Germany,1993,BQ/M3,929.25665
Germany,1994,BQ/M3,1087.75466
